logger_ID,date,logger_serial_number,temperature
19,2021-09-18T17:00:00Z,A541E8,12.4713
19,2021-09-18T18:00:00Z,A541E8,11.6877
19,2021-09-18T19:00:00Z,A541E8,10.8641
19,2021-09-18T20:00:00Z,A541E8,10.1379
19,2021-09-18T21:00:00Z,A541E8,9.49198
19,2021-09-18T22:00:00Z,A541E8,8.90052
19,2021-09-18T23:00:00Z,A541E8,8.37022
19,2021-09-19T00:00:00Z,A541E8,7.89927
19,2021-09-19T01:00:00Z,A541E8,7.47101
19,2021-09-19T02:00:00Z,A541E8,7.08859
19,2021-09-19T03:00:00Z,A541E8,6.74213
19,2021-09-19T04:00:00Z,A541E8,6.41479
19,2021-09-19T05:00:00Z,A541E8,6.12357
19,2021-09-19T06:00:00Z,A541E8,5.8856
19,2021-09-19T07:00:00Z,A541E8,5.71515
19,2021-09-19T08:00:00Z,A541E8,5.96961
19,2021-09-19T09:00:00Z,A541E8,7.08412
19,2021-09-19T10:00:00Z,A541E8,8.25304
19,2021-09-19T11:00:00Z,A541E8,9.19503
19,2021-09-19T12:00:00Z,A541E8,9.48134
19,2021-09-19T13:00:00Z,A541E8,9.39275
19,2021-09-19T14:00:00Z,A541E8,9.55008
19,2021-09-19T15:00:00Z,A541E8,9.88894
19,2021-09-19T16:00:00Z,A541E8,9.37818
19,2021-09-19T17:00:00Z,A541E8,8.87287
19,2021-09-19T18:00:00Z,A541E8,8.23163
19,2021-09-19T19:00:00Z,A541E8,7.36116
19,2021-09-19T20:00:00Z,A541E8,6.7131
19,2021-09-19T21:00:00Z,A541E8,6.29917
19,2021-09-19T22:00:00Z,A541E8,6.00538
19,2021-09-19T23:00:00Z,A541E8,5.77464
19,2021-09-20T00:00:00Z,A541E8,5.57741
19,2021-09-20T01:00:00Z,A541E8,5.41314
19,2021-09-20T02:00:00Z,A541E8,5.25681
19,2021-09-20T03:00:00Z,A541E8,5.12134
19,2021-09-20T04:00:00Z,A541E8,4.99632
19,2021-09-20T05:00:00Z,A541E8,4.90013
19,2021-09-20T06:00:00Z,A541E8,4.7962
19,2021-09-20T07:00:00Z,A541E8,4.6998
19,2021-09-20T08:00:00Z,A541E8,4.61204
19,2021-09-20T09:00:00Z,A541E8,4.51783
19,2021-09-20T10:00:00Z,A541E8,4.40887
19,2021-09-20T11:00:00Z,A541E8,4.29342
19,2021-09-20T12:00:00Z,A541E8,4.16506
19,2021-09-20T13:00:00Z,A541E8,4.01338
19,2021-09-20T14:00:00Z,A541E8,3.91325
19,2021-09-20T15:00:00Z,A541E8,3.8593
19,2021-09-20T16:00:00Z,A541E8,3.82181
19,2021-09-20T17:00:00Z,A541E8,3.78705
19,2021-09-20T18:00:00Z,A541E8,3.74263
19,2021-09-20T19:00:00Z,A541E8,3.69394
19,2021-09-20T20:00:00Z,A541E8,3.65134
19,2021-09-20T21:00:00Z,A541E8,3.60438
19,2021-09-20T22:00:00Z,A541E8,3.56321
19,2021-09-20T23:00:00Z,A541E8,3.51383
19,2021-09-21T00:00:00Z,A541E8,3.48168
19,2021-09-21T01:00:00Z,A541E8,3.44224
19,2021-09-21T02:00:00Z,A541E8,3.41017
19,2021-09-21T03:00:00Z,A541E8,3.38101
19,2021-09-21T04:00:00Z,A541E8,3.34806
19,2021-09-21T05:00:00Z,A541E8,3.3047
19,2021-09-21T06:00:00Z,A541E8,3.23487
19,2021-09-21T07:00:00Z,A541E8,3.16505
19,2021-09-21T08:00:00Z,A541E8,3.12707
19,2021-09-21T09:00:00Z,A541E8,3.22
19,2021-09-21T10:00:00Z,A541E8,3.50846
19,2021-09-21T11:00:00Z,A541E8,4.2576
19,2021-09-21T12:00:00Z,A541E8,5.67732
19,2021-09-21T13:00:00Z,A541E8,7.22389
19,2021-09-21T14:00:00Z,A541E8,8.44405
19,2021-09-21T15:00:00Z,A541E8,9.21865
19,2021-09-21T16:00:00Z,A541E8,9.49923
19,2021-09-21T17:00:00Z,A541E8,9.14941
19,2021-09-21T18:00:00Z,A541E8,8.36627
19,2021-09-21T19:00:00Z,A541E8,7.54963
